Meetings_Scheduled,Meetings_Attended,Attendance,Punctuality,Sprint_Completion,Task_Quality,On_Time_Delivery,Communication,Tasks_Assigned,Tasks_Completed,Performance
44,41,93,1,77,98,91,6,11,10,High
32,22,68,1,57,75,55,7,8,6,Medium
44,43,97,1,92,87,71,8,9,8,High
23,16,69,0,89,74,68,6,12,8,Medium
40,22,55,1,55,68,65,6,10,4,Low
24,16,66,1,75,61,79,8,12,10,Medium
24,22,91,1,90,83,85,9,8,7,High
22,17,77,1,77,66,55,5,13,11,Medium
24,16,66,1,61,88,75,7,13,11,Medium
24,18,75,1,65,75,88,7,10,6,Medium
33,30,90,1,94,93,86,6,8,7,High
44,29,65,1,81,65,70,8,10,6,Medium
41,33,80,1,55,82,63,7,12,10,Medium
23,21,91,1,99,82,93,9,8,7,High
46,41,89,0,97,88,98,9,11,10,High
35,22,62,1,65,63,44,1,11,4,Low
23,11,47,1,71,70,57,4,13,7,Low
38,26,68,1,68,77,50,4,8,5,Medium
47,39,82,0,64,61,54,4,8,5,Medium
47,20,42,1,42,59,60,5,12,7,Low
37,27,72,0,69,72,76,5,9,6,Medium
29,23,79,1,70,63,58,6,12,8,Medium
21,20,95,0,79,88,76,8,13,11,High
48,29,60,1,81,67,57,8,12,8,Medium
20,9,45,1,72,53,41,6,11,5,Low
35,21,60,1,56,69,67,3,8,5,Low
20,15,75,1,78,69,51,4,11,8,Medium
47,37,78,1,81,68,58,8,8,5,Medium
45,20,44,0,65,50,44,2,8,5,Low
35,14,40,1,67,47,45,2,10,4,Low
38,24,63,0,80,55,67,6,13,11,Medium
36,25,69,1,62,85,88,8,8,6,Medium
47,25,53,0,55,65,55,2,13,5,Low
39,22,56,1,65,45,49,2,11,6,Low
30,23,76,1,80,83,73,6,10,8,Medium
45,30,66,0,89,85,83,5,13,11,Medium
47,31,65,0,82,62,58,8,10,7,Medium
34,28,82,1,56,63,88,4,13,11,Medium
31,22,70,1,59,55,89,4,8,5,Medium
48,21,43,1,51,71,46,4,14,5,Low
40,34,85,0,77,81,90,9,12,11,High
49,23,46,1,74,47,51,2,8,4,Low
27,18,66,0,71,63,66,5,12,8,Medium
39,24,61,1,50,48,45,1,10,6,Low
38,22,57,0,70,48,41,4,11,5,Low
49,30,61,0,70,82,82,4,13,11,Medium
32,20,62,1,72,58,80,7,10,7,Medium
34,19,55,1,61,64,44,3,9,4,High
39,28,71,0,57,60,76,4,12,8,Medium
28,13,46,1,43,64,46,5,11,6,Low
35,25,71,1,73,59,83,8,13,9,Medium
48,44,91,0,81,92,74,7,14,13,High
35,19,54,0,71,59,51,5,12,5,Low
47,42,89,0,91,89,94,9,14,12,High
43,42,97,1,84,98,72,6,10,9,High
37,15,40,1,61,54,62,4,12,6,Low
32,30,93,1,76,96,98,8,12,11,High
22,14,63,1,82,67,87,6,13,11,Medium
43,42,97,1,91,90,99,6,11,10,High
47,22,46,1,61,74,45,5,14,6,Medium
40,20,50,1,40,48,72,5,14,6,Low
37,23,62,0,85,84,72,5,13,10,Medium
33,25,75,1,71,66,71,7,11,7,Medium
24,17,70,1,83,57,70,8,14,10,Medium
44,27,61,1,70,65,50,8,13,9,Medium
24,16,66,1,69,65,74,5,11,8,Medium
41,30,73,0,56,70,53,8,10,6,Medium
34,29,85,1,81,82,89,8,14,12,High
34,19,55,1,54,63,61,6,14,7,Medium
30,19,63,0,74,84,64,6,9,7,Medium
23,22,95,1,97,97,75,9,14,12,High
46,29,63,1,45,58,53,6,13,6,Low
35,20,57,1,57,47,65,6,9,5,Low
23,17,73,1,65,64,56,4,12,7,High
30,15,50,0,65,48,72,3,14,8,Medium
49,48,97,1,84,92,76,8,14,13,High
39,31,79,1,66,84,85,7,8,5,Medium
25,12,48,1,59,72,60,6,8,3,Low
39,25,64,1,74,85,69,6,13,9,Medium
29,26,89,0,90,91,92,6,8,7,High
24,12,50,0,64,73,62,4,13,7,Low
36,32,88,1,75,78,94,9,8,7,High
29,24,82,0,62,69,87,4,10,6,Medium
32,29,90,1,88,76,73,7,9,8,High
27,25,92,1,90,87,99,9,8,7,High
22,19,86,1,94,84,70,6,10,9,High
34,21,61,1,72,52,74,1,13,5,Low
43,40,93,1,76,79,71,8,12,11,High
43,26,60,0,58,81,59,6,13,9,Medium
21,10,47,1,71,52,65,1,12,5,Low
34,16,47,0,74,57,43,2,8,4,Low
35,31,88,1,88,93,74,9,12,11,High
31,30,96,1,92,82,83,6,11,10,High
28,24,85,1,89,92,72,9,13,12,High
22,11,50,1,72,54,68,6,10,5,Low
42,28,66,1,83,79,64,6,8,6,Medium
28,19,67,0,84,67,51,6,9,7,Medium
30,13,43,1,47,73,45,1,14,6,Medium
25,17,68,0,70,57,57,5,8,5,Medium
39,32,82,0,67,77,80,4,14,12,Low
23,21,91,1,77,75,80,9,14,13,High
23,18,78,1,78,55,89,6,14,12,Medium
21,13,61,1,79,87,80,6,8,7,Medium
40,33,82,1,77,85,64,7,14,10,Medium
20,18,90,0,76,90,88,7,12,11,Low
25,16,64,1,69,56,65,5,11,5,Low
26,22,84,1,96,97,85,8,12,11,High
23,14,60,1,71,46,52,5,11,6,Low
45,43,95,0,89,85,70,6,11,10,High
20,18,90,1,90,79,74,9,10,9,High
35,31,88,0,89,84,71,7,12,11,High
20,8,40,0,52,59,41,4,11,6,Low
21,18,85,0,82,89,85,9,9,8,High
20,13,65,1,89,64,82,4,8,5,Medium
37,34,91,1,92,85,74,8,10,9,High
27,19,70,1,61,81,88,5,14,10,Medium
30,18,60,1,79,80,51,6,9,7,Medium
29,26,89,1,78,96,98,9,13,12,High
33,17,51,1,58,73,63,4,14,7,Low
47,20,42,1,45,61,50,6,10,5,Low
39,33,84,1,64,60,61,8,8,5,Medium
47,44,93,1,90,89,71,9,12,11,High
36,35,97,1,89,81,87,7,9,8,High
48,42,87,1,90,97,83,8,8,7,High
23,16,69,0,76,66,57,4,14,11,Medium
43,19,44,0,50,51,55,1,12,5,Low
27,14,51,1,48,62,65,6,8,3,Low
27,20,74,1,57,82,64,6,12,9,Medium
42,31,73,1,66,55,62,5,14,11,High
46,40,86,0,84,85,76,9,12,11,High
36,24,66,0,62,88,73,5,13,11,Medium
44,20,45,0,46,46,52,4,12,5,Low
47,21,44,1,74,70,74,1,8,3,Low
38,31,81,1,80,75,76,7,11,9,Medium
35,22,62,1,56,55,72,3,11,5,Low
26,17,65,1,75,68,82,5,8,5,Medium
30,26,86,1,83,79,83,8,11,10,High
30,20,66,1,78,70,66,5,14,9,Medium
46,42,91,1,85,90,90,9,10,9,High
44,30,68,0,66,61,75,4,14,12,Medium
37,22,59,1,85,81,79,7,12,7,Medium
32,14,43,1,47,63,47,4,11,6,Low
28,13,46,1,67,51,48,5,13,5,Low
29,17,58,1,81,87,67,6,8,6,Low
32,15,46,0,59,48,65,3,13,5,Low
39,22,56,1,67,69,46,2,9,4,High
43,29,67,1,83,80,72,5,12,9,Medium
39,22,56,1,53,66,74,6,13,7,Low
32,20,62,1,61,85,82,5,11,9,Medium
36,27,75,1,82,70,63,5,8,5,Low
20,16,80,1,72,64,74,7,12,9,Medium
39,36,92,0,93,92,83,6,10,9,High
40,24,60,1,40,61,68,3,13,5,Low
49,47,95,1,82,86,91,6,12,11,High
42,40,95,1,80,80,76,8,11,10,High
26,22,84,1,77,95,82,8,14,12,High
30,26,86,1,84,77,80,8,13,12,High
48,40,83,1,66,75,82,7,8,5,Medium
46,40,86,0,89,90,76,6,14,13,High
30,16,53,1,54,69,50,6,9,4,Low
49,31,63,1,41,68,58,3,14,6,Low
48,25,52,1,68,54,56,5,9,4,Low
41,17,41,1,46,45,68,2,14,9,Low
37,23,62,1,70,49,48,5,14,7,Low
46,45,97,1,99,77,84,6,13,11,High
44,25,56,1,60,71,48,2,13,5,Low
45,28,62,0,57,53,44,3,9,4,Low
47,31,65,1,85,56,77,8,9,7,Medium
45,33,73,0,61,64,55,4,13,9,Medium
47,38,80,1,78,68,75,6,10,6,Medium
40,39,97,1,85,88,93,9,9,8,High
22,9,40,1,72,53,44,2,10,4,Medium
33,32,96,1,89,98,84,8,12,10,High
34,18,52,1,64,54,51,2,14,5,Low
31,30,96,1,79,99,79,9,10,9,High
26,19,73,0,78,78,78,8,11,9,Low
26,16,61,1,80,68,60,7,13,11,Medium
46,25,54,1,41,49,55,6,14,5,Low
41,28,68,1,60,63,58,8,10,8,Medium
31,13,41,1,59,70,59,3,12,5,Medium
24,21,87,0,97,89,79,6,9,8,High
26,15,57,0,65,58,83,7,12,10,Medium
46,29,63,0,64,59,45,3,9,4,Low
23,15,65,1,55,74,54,6,11,8,Medium
32,20,62,0,76,73,59,5,11,9,Medium
22,21,95,1,93,83,77,8,14,12,High
44,30,68,0,84,83,62,7,13,10,Medium
29,13,44,1,54,45,72,2,14,5,Low
29,21,72,0,64,75,74,5,11,9,Medium
36,22,61,1,79,82,78,4,9,6,Medium
23,14,60,0,63,59,78,4,9,6,Medium
20,11,55,1,57,48,43,5,12,6,Low
22,20,90,0,86,83,87,8,12,10,High
48,25,52,0,59,48,50,1,14,8,Low
31,18,58,0,74,63,65,2,9,4,Low
43,27,62,1,55,53,73,2,10,5,Low
30,23,76,1,68,60,75,4,12,9,Medium
31,14,45,1,63,51,66,1,12,5,Low
24,21,87,0,90,77,77,8,9,8,High
22,18,81,1,63,63,81,8,14,10,Medium
48,27,56,1,41,69,53,3,8,4,Low
32,25,78,1,89,67,85,7,10,7,Medium
42,38,90,0,86,86,79,7,13,12,High
48,20,41,1,70,70,58,6,11,6,Low
44,41,93,1,77,75,89,8,10,9,High
38,23,60,1,40,55,50,2,10,4,Low
32,31,96,1,96,75,99,6,13,11,High
34,21,61,1,74,67,79,8,12,8,Medium
41,36,87,1,92,82,80,8,9,8,High
26,17,65,1,73,87,54,5,11,7,Medium
27,19,70,0,69,62,55,5,14,11,Medium
37,34,91,1,90,80,99,6,11,10,High
35,18,51,1,43,48,56,6,11,5,Low
47,43,91,1,80,95,90,6,8,7,High
30,15,50,0,63,74,74,2,11,6,Low
26,16,61,0,63,81,54,8,10,8,Medium
40,23,57,0,72,71,47,3,9,4,Low
29,18,62,1,47,52,63,5,10,5,High
48,35,72,0,87,88,52,8,10,7,Medium
32,21,65,1,58,60,68,8,12,10,Medium
24,10,41,1,40,69,63,5,11,5,Low
36,29,80,0,75,77,83,6,12,10,Medium
31,24,77,1,77,73,79,6,10,8,Medium
38,22,57,1,73,69,61,1,12,6,Low
42,31,73,1,66,79,83,4,8,5,Medium
49,19,38,1,48,47,59,1,11,5,Low
39,33,84,1,84,79,84,7,10,9,High
49,31,63,1,80,71,51,7,12,8,Medium
45,18,40,0,62,59,44,2,12,6,Low
26,16,61,0,57,55,80,8,10,7,Medium
42,34,80,0,70,58,80,4,13,8,Medium
34,30,88,1,91,80,89,9,10,9,High
34,21,61,1,57,73,73,8,8,6,Medium
27,17,62,1,57,64,70,8,10,7,Medium
40,24,60,1,61,57,66,6,9,6,Medium
43,42,97,1,97,88,84,7,12,11,High
47,28,59,1,55,63,48,6,8,4,Medium
42,31,73,0,71,65,86,4,8,6,Medium
20,17,85,0,86,92,70,6,13,12,High
24,19,79,1,78,76,84,6,12,8,Medium
39,35,89,1,90,77,75,9,14,12,High
30,28,93,1,78,90,74,9,8,7,High
27,20,74,1,57,62,65,6,13,9,Medium
22,10,45,1,49,61,47,4,11,5,Low
43,31,72,0,79,77,72,4,10,6,Medium
27,24,88,1,79,91,89,6,11,10,High
24,20,83,0,84,87,97,8,8,7,High
38,33,86,1,96,90,76,7,11,10,Low
20,13,65,1,76,87,85,6,13,11,Medium
47,45,95,0,95,85,93,9,10,9,High
31,16,51,1,72,66,68,3,13,7,Low
26,23,88,1,93,97,80,7,8,7,High
40,39,97,1,78,90,95,6,8,7,High
35,22,62,0,49,45,51,6,8,4,Low
20,19,95,1,78,85,73,7,8,7,High
35,34,97,1,88,97,79,7,9,8,High
34,23,67,0,80,74,61,4,10,8,Medium
39,27,69,1,73,78,50,6,13,9,Medium
25,10,40,0,51,58,48,5,9,5,High
39,36,92,1,77,84,80,9,11,10,High
41,18,43,1,53,58,47,6,10,5,Medium
22,17,77,1,61,85,84,8,14,11,Medium
45,24,53,1,44,57,52,1,12,7,Low
29,25,86,1,78,79,72,7,11,10,High
31,23,74,1,66,57,81,6,11,8,Medium
24,14,58,1,59,71,66,2,13,5,Low
45,40,88,1,82,78,78,6,10,9,High
45,38,84,1,97,86,97,6,13,12,High
28,21,75,1,59,66,65,5,11,7,Medium
48,30,62,1,63,86,62,7,9,6,Medium
35,22,62,1,75,64,55,4,10,8,Medium
45,29,64,1,88,76,75,5,11,7,Medium
28,17,60,1,47,74,61,6,13,6,Low
29,26,89,0,77,84,90,9,12,11,High
20,19,95,0,82,98,94,8,14,13,High
42,33,78,1,60,84,65,7,8,5,Medium
25,24,96,0,85,84,74,6,10,9,High
28,18,64,0,73,63,76,4,8,5,Medium
25,24,96,0,75,97,77,8,11,10,High
41,24,58,0,41,62,49,3,8,4,Low
36,28,77,1,68,67,74,5,8,6,Medium
27,16,59,1,80,55,87,8,8,5,Medium
21,18,85,0,99,86,92,6,11,10,Low
44,23,52,1,41,48,68,3,12,6,Low
40,28,70,1,87,71,67,4,9,7,Medium
28,14,50,1,71,49,71,4,12,5,Low
33,32,96,1,97,80,81,8,9,8,High
22,14,63,1,60,83,56,7,14,11,Medium
23,12,52,1,73,55,49,4,9,3,Low
32,20,62,0,71,83,62,4,14,10,Medium
21,16,76,0,78,75,79,8,10,6,Medium
43,25,58,1,73,72,50,5,10,4,Low
45,44,97,1,77,85,71,9,14,13,High
28,22,78,1,73,58,72,4,14,12,Medium
39,18,46,1,43,65,67,3,14,6,Low
46,24,52,1,42,66,62,1,14,6,Low
47,45,95,1,99,90,74,7,10,9,Low
48,28,58,0,66,54,44,3,9,5,Low
22,21,95,1,84,89,74,9,13,12,High
22,20,90,1,94,87,80,6,8,7,High
34,19,55,1,68,47,46,1,14,7,Low
33,29,87,0,92,78,81,6,10,9,High
24,18,75,1,55,80,51,8,12,10,Medium
30,12,40,1,71,68,59,3,12,6,Low
39,23,58,0,47,73,56,4,12,5,Low
47,43,91,0,79,84,94,8,13,12,High
34,27,79,0,73,73,78,4,11,8,Medium
39,27,69,1,67,59,78,4,11,9,Medium
24,23,95,0,97,91,99,9,14,13,High
32,24,75,1,78,55,50,4,11,7,Medium
25,20,80,1,84,73,89,4,14,10,Medium
22,19,86,0,92,99,88,9,11,10,High
47,43,91,0,93,84,93,8,12,11,High
40,36,90,1,83,97,81,8,10,9,High
38,23,60,1,86,72,75,6,11,9,Medium
43,39,90,0,99,79,75,6,8,7,High
40,36,90,0,94,96,87,6,12,11,High
36,15,41,1,71,71,71,1,13,5,Medium
40,38,95,1,92,95,99,7,9,8,High
42,33,78,0,71,72,77,6,10,7,Medium
39,21,53,1,42,73,63,6,11,6,Medium
45,37,82,1,77,68,84,4,12,9,Medium
44,30,68,1,55,56,89,6,12,9,Medium
34,27,79,1,73,64,82,5,10,6,Medium
26,18,69,1,86,64,72,7,14,11,Medium
35,18,51,1,73,53,70,5,11,6,Low
32,21,65,0,78,80,50,7,11,7,Medium
30,21,70,0,64,56,74,5,14,11,Medium
46,23,50,0,69,55,69,2,8,4,Low
39,34,87,0,89,78,87,9,9,8,Medium
48,45,93,0,91,91,70,6,11,10,High
47,19,40,1,72,52,74,6,10,6,Low
30,23,76,1,56,68,58,8,14,9,Medium
37,15,40,1,48,74,52,2,11,5,Low
27,16,59,1,80,62,70,6,12,8,Medium
24,22,91,1,86,84,95,7,8,7,High
24,16,66,1,75,79,62,5,10,8,Medium
29,22,75,1,84,86,87,7,13,10,Medium
31,25,80,1,86,80,58,7,8,5,Medium
35,25,71,1,66,56,70,5,8,6,Medium
40,30,75,1,56,88,65,6,12,8,Medium
31,19,61,0,55,79,89,5,12,8,Medium
22,16,72,1,70,61,50,8,12,10,Medium
24,14,58,1,56,53,50,5,11,5,Low
31,23,74,1,56,61,62,4,10,8,Medium
22,20,90,0,92,79,84,7,11,10,High
42,28,66,1,88,85,54,7,12,9,Medium
30,28,93,1,98,85,99,6,12,10,High
45,27,60,1,74,74,70,6,8,7,Medium
28,21,75,1,62,55,52,4,14,11,Medium
22,16,72,1,60,61,57,7,12,9,Low
47,41,87,1,85,83,88,6,11,9,High
23,22,95,1,95,94,74,6,14,12,High
41,26,63,0,64,66,78,5,11,8,Medium
43,37,86,1,76,80,70,9,8,7,High
28,19,67,1,82,66,73,6,10,7,Medium
46,38,82,0,66,84,53,6,11,8,Medium
42,25,59,1,68,62,60,6,10,4,Low
32,31,96,1,80,97,92,9,11,10,High
44,25,56,1,67,45,57,5,12,5,Low
28,12,42,1,44,53,59,2,9,5,Low
30,23,76,0,59,82,73,4,8,6,Medium
43,39,90,0,99,87,72,7,10,9,High
42,36,85,1,84,93,99,7,13,11,High
27,20,74,1,88,70,75,7,12,10,Medium
21,16,76,1,73,87,78,4,13,10,Medium
47,21,44,1,73,48,41,1,9,4,Low
39,28,71,1,59,72,64,8,9,6,Low
24,21,87,1,97,83,79,9,12,11,High
43,33,76,1,84,69,57,5,10,7,Medium
39,18,46,1,71,49,54,5,9,4,Low
49,48,97,1,98,80,71,9,9,8,High
25,24,96,1,93,81,95,9,10,9,High
36,28,77,1,58,86,81,7,8,5,Medium
39,34,87,0,81,82,87,6,14,12,High
23,15,65,1,89,80,56,5,13,10,Medium
31,21,67,1,85,87,58,7,11,9,Medium
34,30,88,1,78,99,90,8,14,13,High
41,39,95,1,98,88,73,8,10,9,High
30,28,93,1,85,90,70,8,14,13,High
30,12,40,1,51,67,43,2,12,7,Low
20,19,95,1,93,97,94,6,13,12,High
20,17,85,1,92,89,89,8,14,13,High
32,23,71,0,86,82,76,4,13,10,Medium
38,24,63,1,77,75,64,8,12,10,High
43,21,48,0,48,56,44,6,10,4,Low
37,20,54,1,66,47,73,3,11,4,Low
33,15,45,1,71,59,45,1,13,5,Low
45,31,68,1,56,66,53,8,9,7,Medium
35,27,77,1,79,77,56,6,10,6,Medium
31,26,83,1,64,58,76,7,8,6,Medium
44,37,84,1,99,96,90,9,14,13,High
39,20,51,1,58,66,68,3,13,5,Low
42,41,97,1,89,97,83,9,9,8,High
23,12,52,1,62,58,56,3,10,5,Low
22,21,95,1,91,91,89,9,12,10,High
25,21,84,1,91,82,83,9,14,13,High
34,15,44,1,54,65,65,1,10,5,Low
38,25,65,0,58,58,74,7,13,9,Medium
33,21,63,1,84,55,62,7,12,8,Medium
20,18,90,1,96,96,76,6,12,10,High
49,47,95,0,86,91,91,9,14,13,High
42,30,71,1,69,77,63,8,14,12,High
39,34,87,0,82,88,95,7,12,11,High
23,16,69,1,64,89,74,7,14,9,Medium
48,30,62,1,54,59,43,3,13,6,Low
41,28,68,1,74,87,87,6,12,8,Medium
33,29,87,0,98,79,77,9,12,11,High
27,15,55,1,62,71,62,5,11,5,Low
45,42,93,1,96,96,81,9,10,9,High
36,27,75,1,68,74,73,7,10,6,Medium
36,15,41,1,46,71,55,6,8,3,Low
27,15,55,0,50,55,70,6,8,3,Low
20,8,40,1,67,45,40,6,9,3,Low
26,16,61,1,69,67,82,4,8,6,Medium
39,38,97,1,97,98,83,7,9,8,High
26,24,92,0,80,77,90,7,14,13,High
30,24,80,1,60,67,71,7,8,5,Medium
29,18,62,1,48,64,41,5,14,8,Low
47,26,55,0,63,59,71,5,8,4,Low
34,33,97,1,95,91,88,9,11,10,High
27,23,85,1,91,92,87,6,13,12,High
33,30,90,1,88,78,81,7,9,8,High
41,21,51,1,49,70,66,1,9,5,Low
46,45,97,1,78,93,80,6,11,10,Medium
30,12,40,0,73,50,55,3,14,6,Low
44,42,95,0,91,78,80,9,12,11,High
21,13,61,1,77,57,54,5,9,7,Medium
29,22,75,1,67,78,65,5,8,5,Medium
31,19,61,0,40,50,70,1,9,4,Low
20,16,80,0,83,75,52,5,10,7,Medium
36,25,69,1,74,78,78,5,9,6,Medium
26,11,42,1,71,46,67,3,10,5,Low
30,12,40,1,52,53,54,2,13,5,Low
28,26,92,0,81,92,73,8,14,12,Low
22,10,45,0,59,52,57,2,14,8,Low
47,46,97,1,93,79,91,9,14,13,High
32,30,93,1,85,75,77,8,10,9,High
49,32,65,1,69,87,89,7,9,7,Medium
47,37,78,1,64,87,54,7,11,8,Medium
36,35,97,0,96,98,83,8,13,12,High
34,21,61,1,69,60,61,8,10,6,Medium
44,34,77,1,71,60,72,6,13,9,Medium
31,30,96,1,86,76,71,7,11,10,High
41,40,97,1,87,83,79,6,11,10,High
41,31,75,1,89,67,71,5,14,10,Medium
48,32,66,0,59,66,78,5,10,8,Medium
24,22,91,1,97,83,99,9,11,10,High
22,11,50,1,68,67,58,2,10,6,Low
42,31,73,1,63,75,68,8,11,8,Medium
38,19,50,0,48,57,73,2,11,5,Low
29,28,96,0,79,77,82,8,14,13,High
23,14,60,0,48,66,47,4,12,6,Low
39,21,53,1,55,46,67,3,9,5,Low
24,14,58,0,77,63,68,5,10,7,Medium
39,32,82,1,65,78,79,6,14,10,Medium
38,19,50,1,57,53,46,1,9,5,Low
33,29,87,0,83,93,74,6,14,13,High
46,29,63,1,68,83,77,5,8,5,Medium
24,15,62,0,71,74,48,3,9,4,Low
36,22,61,1,55,60,74,5,8,3,Low
28,24,85,0,80,90,80,7,13,11,High
31,21,67,1,59,61,74,8,14,10,Medium
28,26,92,1,90,94,85,9,14,13,High
20,12,60,1,55,85,58,7,9,6,Medium
34,22,64,1,66,71,50,5,12,9,Medium
45,41,91,0,75,85,99,9,8,7,High
22,21,95,1,81,86,73,8,11,10,High
49,44,89,0,80,93,97,9,10,9,High
46,40,86,1,84,77,79,6,14,13,High
39,27,69,1,60,55,76,5,8,5,Medium
39,30,76,1,83,89,76,4,8,6,Medium
39,33,84,1,80,95,88,7,14,13,High
39,24,61,1,85,81,54,7,12,8,Medium
46,29,63,0,42,45,62,6,10,4,Low
29,17,58,1,60,82,74,5,10,6,Medium
40,17,42,1,53,58,62,5,8,4,Medium
25,15,60,0,71,65,59,6,14,6,Low
39,19,48,1,60,73,72,3,14,6,Low
22,13,59,1,86,76,67,7,8,6,Medium
47,45,95,1,95,87,72,9,8,7,High
49,31,63,1,61,83,54,8,13,9,Medium
30,13,43,1,65,57,54,6,9,4,Low
37,36,97,0,77,90,87,9,12,10,High
44,38,86,1,83,93,88,8,13,11,High
41,39,95,1,77,84,74,8,11,9,High
44,30,68,1,62,63,57,8,8,6,Low
46,29,63,0,62,67,52,1,9,5,Low
28,17,60,1,50,60,72,2,14,6,Medium
43,30,69,0,78,81,86,5,12,10,Medium
39,34,87,0,89,93,72,9,13,12,High
44,26,59,1,58,48,63,1,13,8,Low
39,24,61,0,64,81,64,6,14,10,Medium
22,13,59,0,58,59,87,5,11,9,Medium
44,42,95,1,95,97,82,8,11,10,High
30,18,60,1,65,63,57,7,12,10,Medium
42,39,92,1,82,90,93,6,8,7,High
21,14,66,1,63,56,75,6,10,7,Medium
25,24,96,1,97,79,82,8,14,13,High
38,35,92,1,88,94,95,6,10,9,High
27,23,85,1,91,77,76,8,9,8,High
40,22,55,1,45,73,65,1,10,4,Low
31,25,80,0,77,56,80,6,8,5,Medium
26,17,65,1,88,60,87,6,10,7,Medium
33,28,84,0,89,86,81,8,11,10,High
36,24,66,0,83,83,64,5,10,7,Medium
22,20,90,1,97,77,79,9,14,13,High
34,29,85,0,79,78,72,7,9,8,High
40,16,40,0,62,57,45,6,12,4,Low
44,29,65,1,61,71,64,4,10,7,Medium
49,31,63,0,48,72,64,1,8,4,Low
42,41,97,0,77,95,73,9,9,8,High
22,13,59,1,75,82,52,7,11,7,Medium
36,33,91,1,82,86,90,6,9,8,High
49,43,87,1,96,82,98,7,8,7,High
28,22,78,1,66,56,55,6,11,8,Medium
30,20,66,1,56,68,50,8,9,7,Medium
47,22,46,0,55,74,71,2,10,5,Low
48,20,41,0,64,50,49,1,12,5,Low
42,24,57,0,50,69,54,5,13,7,Low
29,25,86,1,92,93,81,8,11,10,High
26,25,96,0,93,78,80,9,11,10,High
47,23,48,1,44,70,46,6,9,5,Low
46,37,80,0,58,87,63,4,12,9,Medium
36,35,97,0,96,77,77,8,11,10,High
45,31,68,0,79,79,52,6,9,6,Medium
45,42,93,1,91,94,92,9,13,12,High
45,30,66,0,85,80,87,8,13,11,Medium
37,36,97,1,97,84,93,8,9,8,High
43,38,88,1,75,79,77,7,10,9,High
31,13,41,0,54,48,40,6,12,6,Low
36,31,86,1,85,88,95,6,12,11,Low
49,37,75,1,86,65,74,8,14,10,Medium
23,18,78,0,80,72,85,6,8,6,Medium
30,27,90,1,92,98,89,9,11,10,High
22,10,45,1,54,70,67,5,9,4,Low
32,25,78,0,64,56,80,5,14,9,Medium
32,21,65,1,88,81,58,5,13,9,Medium
38,35,92,1,86,91,83,7,9,8,High
38,30,78,1,71,75,56,7,9,7,Medium
35,31,88,0,99,79,80,6,13,12,High
26,14,53,1,60,47,61,3,8,4,Low
21,11,52,1,46,46,48,1,10,4,Low
48,35,72,1,73,61,83,8,11,8,Medium
40,19,47,1,63,73,47,2,10,4,Low
23,11,47,0,60,64,52,6,9,3,Low
44,34,77,1,74,84,63,7,13,10,Medium
30,28,93,0,98,94,78,7,14,13,High
41,40,97,1,96,85,75,7,12,11,High
25,17,68,1,85,61,50,8,14,11,Medium
41,23,56,1,74,63,43,5,9,5,Low
39,18,46,0,57,48,46,5,14,7,Low
41,36,87,1,84,79,78,6,8,7,High
42,19,45,1,47,51,51,5,14,6,Low
40,29,72,0,87,89,83,6,8,6,Medium
22,11,50,0,69,49,65,5,9,5,Low
44,26,59,1,65,75,86,6,13,8,Medium
36,27,75,1,65,81,62,4,13,11,Medium
33,14,42,1,46,56,70,4,13,6,Low
30,18,60,1,85,73,50,8,13,11,Medium
23,14,60,0,88,68,89,5,11,7,Medium
23,9,39,0,59,48,47,5,14,9,Low
49,26,53,0,53,67,55,2,14,8,Low
46,32,69,1,77,65,60,6,8,6,Medium
44,27,61,1,77,75,69,7,9,7,Medium
36,24,66,1,55,72,77,8,10,7,High
43,26,60,1,65,75,71,7,10,6,Medium
39,35,89,0,83,90,97,9,14,13,High
31,19,61,0,52,49,55,6,8,3,High
22,21,95,1,97,99,75,9,9,8,High
20,9,45,0,44,74,59,6,12,5,Low
32,28,87,0,80,92,80,9,13,12,High
43,26,60,1,64,59,73,4,9,4,Low
29,18,62,1,65,66,52,4,10,8,Medium
33,16,48,1,54,54,74,5,9,4,Low
31,30,96,0,80,93,77,6,14,13,Medium
26,13,50,1,54,68,70,2,9,4,Low
41,40,97,0,81,85,92,6,13,12,High
43,35,81,0,83,64,55,7,10,8,Medium
41,20,48,0,63,54,56,2,14,7,Low
40,24,60,0,78,82,60,5,11,7,Medium
32,30,93,0,84,92,92,8,14,12,High
31,19,61,1,58,69,53,7,10,7,Medium
48,38,79,0,68,84,68,6,10,6,Medium
38,37,97,0,77,79,95,6,9,8,High
43,34,79,1,81,76,82,7,12,9,Medium
39,30,76,0,78,85,74,5,9,6,Medium
22,9,40,0,51,49,62,1,9,5,Low
20,19,95,1,76,81,91,9,13,12,High
20,17,85,1,80,98,92,7,8,7,High
45,38,84,1,73,88,58,6,8,6,Medium
41,29,70,0,75,59,67,6,14,12,Medium
37,16,43,1,61,46,67,3,14,6,Low
30,13,43,1,50,68,47,3,14,7,Low
35,29,82,0,59,79,75,7,9,6,Medium
20,17,85,0,90,97,93,6,13,12,High
31,29,93,0,84,89,99,7,8,7,High
44,39,88,0,92,93,86,8,12,11,High
35,30,85,0,92,98,70,9,11,10,Medium
35,26,74,0,82,84,53,6,10,7,Medium
41,34,82,1,62,60,63,4,10,7,Medium
47,27,57,1,43,57,68,5,11,4,Low
