Meetings_Scheduled,Meetings_Attended,Attendance,Punctuality,Sprint_Completion,Task_Quality,On_Time_Delivery,Communication,Tasks_Assigned,Tasks_Completed,Task_Completion_Rate,On_Time_Delivery_Rate,Overall_Quality_Score,Communication_Level,Is_Punctual,Meeting_Attendance_Rate,Performance_Index,Attendance_Consistency
37,34,91,1,98,88,91,7,8,7,0.875,0.91,93.0,0.7,1,91.8918918918919,91.125,0.9550000000000001
26,25,96,1,94,86,94,8,12,10,0.8333333333333334,0.94,90.0,0.8,1,96.15384615384616,89.33333333333333,0.98
20,8,40,1,62,72,42,1,13,6,0.46153846153846156,0.42,67.0,0.1,1,40.0,55.53846153846153,0.7
23,14,60,1,77,55,63,4,8,5,0.625,0.63,66.0,0.4,1,60.86956521739131,64.375,0.8
48,24,50,1,67,60,73,2,11,6,0.5454545454545454,0.73,63.5,0.2,1,50.0,63.63636363636363,0.75
40,21,52,0,41,49,72,6,8,4,0.5,0.72,45.0,0.6,0,52.5,53.0,0.26
28,21,75,0,64,78,50,7,8,6,0.75,0.5,71.0,0.7,0,75.0,66.75,0.375
25,23,92,1,87,76,88,8,8,7,0.875,0.88,81.5,0.8,1,92.0,84.625,0.96
40,21,52,1,42,58,73,6,10,6,0.6,0.73,50.0,0.6,1,52.5,58.25,0.76
39,28,71,1,57,58,61,6,10,6,0.6,0.61,57.5,0.6,1,71.7948717948718,59.0,0.855
44,21,47,0,65,59,47,4,11,5,0.45454545454545453,0.47,62.0,0.4,0,47.72727272727273,54.11363636363637,0.235
20,14,70,1,85,56,79,8,9,7,0.7777777777777778,0.79,70.5,0.8,1,70.0,74.44444444444444,0.85
43,17,39,1,73,68,46,1,10,6,0.6,0.46,70.5,0.1,1,39.53488372093023,61.75000000000001,0.6950000000000001
48,27,56,1,69,51,44,5,8,3,0.375,0.44,60.0,0.5,1,56.25,50.375,0.78
39,36,92,0,83,97,98,9,9,8,0.8888888888888888,0.98,90.0,0.9,0,92.3076923076923,91.72222222222221,0.46
26,24,92,0,79,79,73,8,13,12,0.9230769230769231,0.73,79.0,0.8,0,92.3076923076923,80.82692307692308,0.46
25,12,48,1,49,74,71,2,11,6,0.5454545454545454,0.71,61.5,0.2,1,48.0,62.13636363636363,0.74
39,36,92,0,84,89,84,9,10,9,0.9,0.84,86.5,0.9,0,92.3076923076923,86.75,0.46
45,38,84,1,83,88,71,7,14,12,0.8571428571428571,0.71,85.5,0.7,1,84.44444444444444,81.92857142857143,0.9199999999999999
21,15,71,1,89,64,67,6,11,8,0.7272727272727273,0.67,76.5,0.6,1,71.42857142857143,73.18181818181819,0.855
41,18,43,1,53,70,70,4,12,7,0.5833333333333334,0.7,61.5,0.4,1,43.90243902439025,62.83333333333334,0.715
23,13,56,1,49,56,68,2,9,3,0.3333333333333333,0.68,52.5,0.2,1,56.52173913043478,51.583333333333336,0.78
31,22,70,0,83,62,70,8,12,9,0.75,0.7,72.5,0.8,0,70.96774193548387,72.50000000000001,0.35
20,16,80,1,67,62,88,8,13,8,0.6153846153846154,0.88,64.5,0.8,1,80.0,69.63461538461539,0.9
38,29,76,1,71,81,68,7,9,6,0.6666666666666666,0.68,76.0,0.7,1,76.31578947368422,71.66666666666667,0.88
31,12,38,0,46,46,69,4,13,5,0.38461538461538464,0.69,46.0,0.4,0,38.70967741935484,49.86538461538462,0.19
30,21,70,1,59,57,70,6,11,8,0.7272727272727273,0.7,58.0,0.6,1,70.0,64.68181818181817,0.85
48,47,97,1,93,76,70,8,11,10,0.9090909090909091,0.7,84.5,0.8,1,97.91666666666666,82.47727272727272,0.985
35,29,82,1,57,89,86,6,10,7,0.7,0.86,73.0,0.6,1,82.85714285714286,75.5,0.9099999999999999
23,9,39,0,56,46,68,5,12,5,0.4166666666666667,0.68,51.0,0.5,0,39.130434782608695,52.916666666666664,0.195
20,17,85,1,94,76,84,6,14,12,0.8571428571428571,0.84,85.0,0.6,1,85.0,84.92857142857142,0.925
27,11,40,1,49,60,58,6,10,5,0.5,0.58,54.5,0.6,1,40.74074074074074,54.25,0.7
35,24,68,1,68,57,63,7,11,7,0.6363636363636364,0.63,62.5,0.7,1,68.57142857142857,62.90909090909091,0.8400000000000001
31,20,64,1,83,82,83,4,11,7,0.6363636363636364,0.83,82.5,0.4,1,64.51612903225806,77.9090909090909,0.8200000000000001
37,28,75,0,86,59,67,8,8,7,0.875,0.67,72.5,0.8,0,75.67567567567568,74.875,0.375
29,28,96,1,84,77,79,6,14,13,0.9285714285714286,0.79,80.5,0.6,1,96.55172413793103,83.21428571428571,0.98
23,11,47,0,55,52,50,1,14,6,0.42857142857142855,0.5,53.5,0.1,0,47.82608695652174,49.964285714285715,0.235
27,22,81,0,74,77,86,5,13,9,0.6923076923076923,0.86,75.5,0.5,0,81.48148148148148,76.5576923076923,0.405
35,15,42,1,69,52,66,4,8,4,0.5,0.66,60.5,0.4,1,42.857142857142854,59.25,0.71
34,18,52,0,68,48,50,1,8,3,0.375,0.5,58.0,0.1,0,52.94117647058824,50.875,0.26
31,14,45,1,59,54,40,6,10,4,0.4,0.4,56.5,0.6,1,45.16129032258064,48.24999999999999,0.725
30,28,93,0,78,77,91,9,8,7,0.875,0.91,77.5,0.9,0,93.33333333333333,83.375,0.465
44,38,86,1,87,98,81,6,8,7,0.875,0.81,92.5,0.6,1,86.36363636363636,88.375,0.9299999999999999
36,33,91,1,84,88,88,6,14,13,0.9285714285714286,0.88,86.0,0.6,1,91.66666666666666,88.21428571428571,0.9550000000000001
24,9,37,1,74,67,44,2,9,3,0.3333333333333333,0.44,70.5,0.2,1,37.5,54.58333333333334,0.685
29,17,58,1,45,57,45,1,13,7,0.5384615384615384,0.45,51.0,0.1,1,58.620689655172406,50.21153846153846,0.79
47,38,80,1,55,66,55,5,9,6,0.6666666666666666,0.55,60.5,0.5,1,80.85106382978722,60.66666666666667,0.9
23,20,86,0,84,83,86,6,14,13,0.9285714285714286,0.86,83.5,0.6,0,86.95652173913044,86.46428571428572,0.43
41,29,70,1,58,75,89,8,13,9,0.6923076923076923,0.89,66.5,0.8,1,70.73170731707317,72.80769230769232,0.85
29,27,93,1,78,84,76,6,12,11,0.9166666666666666,0.76,81.0,0.6,1,93.10344827586206,82.41666666666667,0.9650000000000001
23,11,47,1,43,51,69,3,12,5,0.4166666666666667,0.69,47.0,0.3,1,47.82608695652174,51.16666666666667,0.735
43,39,90,1,98,83,74,8,14,13,0.9285714285714286,0.74,90.5,0.8,1,90.69767441860465,86.96428571428572,0.95
43,29,67,1,73,66,50,4,12,7,0.5833333333333334,0.5,69.5,0.4,1,67.44186046511628,61.83333333333334,0.835
47,29,61,1,89,67,61,4,13,8,0.6153846153846154,0.61,78.0,0.4,1,61.702127659574465,69.63461538461539,0.8049999999999999
41,26,63,1,88,78,54,4,13,10,0.7692307692307693,0.54,83.0,0.4,1,63.41463414634146,74.23076923076923,0.815
25,10,40,1,51,63,47,1,10,4,0.4,0.47,57.0,0.1,1,40.0,50.24999999999999,0.7
39,17,43,1,62,51,68,4,12,5,0.4166666666666667,0.68,56.5,0.4,1,43.58974358974359,55.666666666666664,0.715
37,28,75,0,67,67,54,4,11,8,0.7272727272727273,0.54,67.0,0.4,0,75.67567567567568,65.18181818181819,0.375
23,15,65,1,78,63,84,8,13,11,0.8461538461538461,0.84,70.5,0.8,1,65.21739130434783,77.40384615384616,0.825
38,32,84,0,82,97,71,7,12,11,0.9166666666666666,0.71,89.5,0.7,0,84.21052631578947,85.41666666666666,0.42
29,22,75,1,69,66,76,4,10,7,0.7,0.76,67.5,0.4,1,75.86206896551724,70.24999999999999,0.875
21,17,80,1,57,89,74,4,13,9,0.6923076923076923,0.74,73.0,0.4,1,80.95238095238095,72.30769230769232,0.9
32,31,96,1,93,87,95,8,10,9,0.9,0.95,90.0,0.8,1,96.875,91.25000000000001,0.98
27,17,62,1,82,72,63,6,14,10,0.7142857142857143,0.63,77.0,0.6,1,62.96296296296296,72.10714285714286,0.81
41,17,41,1,55,45,68,4,13,7,0.5384615384615384,0.68,50.0,0.4,1,41.46341463414634,55.46153846153846,0.705
44,35,79,0,85,84,69,4,13,9,0.6923076923076923,0.69,84.5,0.4,0,79.54545454545455,76.80769230769229,0.395
35,34,97,1,94,96,99,8,8,7,0.875,0.99,95.0,0.8,1,97.14285714285714,94.12499999999999,0.985
23,14,60,1,68,81,62,5,8,5,0.625,0.62,74.5,0.5,1,60.86956521739131,68.37500000000001,0.8
37,24,64,0,78,69,77,5,10,7,0.7,0.77,73.5,0.5,0,64.86486486486487,73.5,0.32
34,24,70,0,77,60,81,8,8,6,0.75,0.81,68.5,0.8,0,70.58823529411765,73.25,0.35
37,27,72,1,67,73,51,5,9,7,0.7777777777777778,0.51,70.0,0.5,1,72.97297297297297,67.19444444444444,0.86
42,41,97,0,79,91,79,9,14,13,0.9285714285714286,0.79,85.0,0.9,0,97.61904761904762,85.46428571428572,0.485
43,27,62,0,84,57,78,6,10,8,0.8,0.78,70.5,0.6,0,62.7906976744186,74.75,0.31
37,23,62,1,57,66,64,8,8,6,0.75,0.64,61.5,0.8,1,62.16216216216216,65.5,0.81
22,20,90,1,92,97,94,9,11,10,0.9090909090909091,0.94,94.5,0.9,1,90.9090909090909,93.47727272727273,0.95
31,19,61,0,82,70,73,8,14,12,0.8571428571428571,0.73,76.0,0.8,0,61.29032258064516,77.67857142857143,0.305
30,20,66,0,73,58,64,6,9,7,0.7777777777777778,0.64,65.5,0.6,0,66.66666666666666,68.19444444444444,0.33
21,20,95,0,91,97,74,8,8,7,0.875,0.74,94.0,0.8,0,95.23809523809523,87.375,0.475
29,19,65,1,89,74,51,4,10,7,0.7,0.51,81.5,0.4,1,65.51724137931035,71.0,0.825
38,26,68,0,58,86,85,6,10,6,0.6,0.85,72.0,0.6,0,68.42105263157895,72.25,0.34
37,32,86,1,78,87,97,8,13,11,0.8461538461538461,0.97,82.5,0.8,1,86.48648648648648,86.65384615384615,0.9299999999999999
46,18,39,0,66,59,66,1,10,6,0.6,0.66,62.5,0.1,0,39.130434782608695,62.75000000000001,0.195
43,40,93,1,75,91,87,8,8,7,0.875,0.87,83.0,0.8,1,93.02325581395348,85.125,0.9650000000000001
41,24,58,1,87,69,54,7,12,9,0.75,0.54,78.0,0.7,1,58.536585365853654,71.25,0.79
24,14,58,0,70,85,78,5,9,7,0.7777777777777778,0.78,77.5,0.5,0,58.333333333333336,77.69444444444444,0.29
27,22,81,0,59,55,63,8,13,9,0.6923076923076923,0.63,57.0,0.8,0,81.48148148148148,61.557692307692314,0.405
42,29,69,1,89,55,55,8,12,10,0.8333333333333334,0.55,72.0,0.8,1,69.04761904761905,70.58333333333333,0.845
28,14,50,1,67,49,45,2,13,6,0.46153846153846156,0.45,58.0,0.2,1,50.0,51.78846153846155,0.75
49,42,85,0,89,84,93,7,9,8,0.8888888888888888,0.93,86.5,0.7,0,85.71428571428571,88.72222222222223,0.425
44,24,54,0,56,71,44,1,8,3,0.375,0.44,63.5,0.1,0,54.54545454545454,52.125,0.27
22,21,95,1,76,81,97,9,9,8,0.8888888888888888,0.97,78.5,0.9,1,95.45454545454545,85.72222222222221,0.975
25,22,88,1,88,90,82,9,12,11,0.9166666666666666,0.82,89.0,0.9,1,88.0,87.91666666666667,0.94
32,26,81,1,59,65,52,8,13,10,0.7692307692307693,0.52,62.0,0.8,1,81.25,63.23076923076923,0.905
40,35,87,1,78,75,71,8,8,7,0.875,0.71,76.5,0.8,1,87.5,77.875,0.935
47,45,95,1,98,89,79,9,14,12,0.8571428571428571,0.79,93.5,0.9,1,95.74468085106383,87.92857142857143,0.975
21,18,85,0,87,81,74,8,9,8,0.8888888888888888,0.74,84.0,0.8,0,85.71428571428571,82.72222222222223,0.425
45,38,84,0,89,82,88,9,11,10,0.9090909090909091,0.88,85.5,0.9,0,84.44444444444444,87.47727272727272,0.42
20,18,90,1,78,98,83,6,10,9,0.9,0.83,88.0,0.6,1,90.0,87.25,0.95
23,19,82,1,88,82,87,4,11,7,0.6363636363636364,0.87,85.0,0.4,1,82.6086956521739,80.1590909090909,0.9099999999999999
46,42,91,1,85,88,75,6,12,11,0.9166666666666666,0.75,86.5,0.6,1,91.30434782608695,84.91666666666666,0.9550000000000001
39,34,87,1,95,89,95,9,10,9,0.9,0.95,92.0,0.9,1,87.17948717948718,92.24999999999999,0.935
37,28,75,1,67,85,77,7,11,9,0.8181818181818182,0.77,76.0,0.7,1,75.67567567567568,77.70454545454545,0.875
46,35,76,1,60,67,51,5,10,6,0.6,0.51,63.5,0.5,1,76.08695652173914,59.5,0.88
26,15,57,0,58,62,78,4,13,9,0.6923076923076923,0.78,60.0,0.4,0,57.692307692307686,66.8076923076923,0.285
36,16,44,0,45,48,45,4,10,5,0.5,0.45,46.5,0.4,0,44.44444444444444,47.0,0.22
43,25,58,1,55,68,46,1,8,3,0.375,0.46,61.5,0.1,1,58.139534883720934,51.625,0.79
39,18,46,1,42,49,54,2,8,4,0.5,0.54,45.5,0.2,1,46.15384615384615,48.75,0.73
31,30,96,1,76,89,78,8,9,8,0.8888888888888888,0.78,82.5,0.8,1,96.7741935483871,82.97222222222223,0.98
37,22,59,1,56,74,50,2,13,5,0.38461538461538464,0.5,65.0,0.2,1,59.45945945945946,54.61538461538462,0.7949999999999999
32,26,81,1,66,87,50,7,11,8,0.7272727272727273,0.5,76.5,0.7,1,81.25,68.93181818181819,0.905
29,27,93,1,98,84,85,8,11,9,0.8181818181818182,0.85,91.0,0.8,1,93.10344827586206,87.20454545454545,0.9650000000000001
48,40,83,1,72,65,57,8,8,5,0.625,0.57,68.5,0.8,1,83.33333333333334,64.125,0.915
28,17,60,1,56,83,68,8,10,8,0.8,0.68,69.5,0.8,1,60.71428571428571,71.75000000000001,0.8
41,19,46,1,73,46,54,1,12,7,0.5833333333333334,0.54,59.5,0.1,1,46.34146341463415,57.833333333333336,0.73
33,30,90,1,88,89,81,6,9,8,0.8888888888888888,0.81,88.5,0.6,1,90.9090909090909,86.72222222222223,0.95
37,19,51,1,60,73,41,4,11,6,0.5454545454545454,0.41,66.5,0.4,1,51.35135135135135,57.13636363636364,0.755
24,20,83,1,94,93,94,9,8,7,0.875,0.94,93.5,0.9,1,83.33333333333334,92.125,0.915
22,18,81,1,74,74,62,8,14,11,0.7857142857142857,0.62,74.0,0.8,1,81.81818181818183,72.14285714285714,0.905
42,41,97,1,96,98,80,8,13,12,0.9230769230769231,0.8,97.0,0.8,1,97.61904761904762,91.57692307692307,0.985
42,38,90,0,87,84,94,9,9,8,0.8888888888888888,0.94,85.5,0.9,0,90.47619047619048,88.47222222222221,0.45
21,15,71,0,64,57,56,6,9,7,0.7777777777777778,0.56,60.5,0.6,0,71.42857142857143,63.69444444444444,0.355
40,39,97,1,90,82,94,7,10,9,0.9,0.94,86.0,0.7,1,97.5,89.0,0.985
44,32,72,1,65,89,89,6,9,5,0.5555555555555556,0.89,77.0,0.6,1,72.72727272727273,74.63888888888889,0.86
34,25,73,1,58,75,77,8,11,8,0.7272727272727273,0.77,66.5,0.8,1,73.52941176470588,70.68181818181819,0.865
38,21,55,0,42,52,66,2,13,6,0.46153846153846156,0.66,47.0,0.2,0,55.26315789473685,51.53846153846155,0.275
32,29,90,1,91,84,71,8,11,10,0.9090909090909091,0.71,87.5,0.8,1,90.625,84.22727272727273,0.95
47,41,87,0,78,94,95,8,8,7,0.875,0.95,86.0,0.8,0,87.2340425531915,88.625,0.435
28,11,39,0,46,47,60,3,9,5,0.5555555555555556,0.6,46.5,0.3,0,39.285714285714285,52.13888888888889,0.195
40,27,67,1,84,70,76,4,9,6,0.6666666666666666,0.76,77.0,0.4,1,67.5,74.16666666666667,0.835
48,43,89,0,94,76,77,6,10,9,0.9,0.77,85.0,0.6,0,89.58333333333334,84.25,0.445
34,23,67,1,73,85,63,6,13,10,0.7692307692307693,0.63,79.0,0.6,1,67.64705882352942,74.48076923076923,0.835
39,20,51,1,56,49,73,4,8,4,0.5,0.73,52.5,0.4,1,51.28205128205128,57.00000000000001,0.755
45,22,48,1,74,46,47,1,11,4,0.36363636363636365,0.47,60.0,0.1,1,48.888888888888886,50.84090909090908,0.74
45,41,91,1,85,92,97,9,11,10,0.9090909090909091,0.97,88.5,0.9,1,91.11111111111111,91.22727272727273,0.9550000000000001
47,45,95,1,79,77,83,8,10,9,0.9,0.83,78.0,0.8,1,95.74468085106383,82.25,0.975
22,15,68,1,58,71,62,7,12,8,0.6666666666666666,0.62,64.5,0.7,1,68.18181818181817,64.41666666666667,0.8400000000000001
34,27,79,0,79,88,53,4,9,6,0.6666666666666666,0.53,83.5,0.4,0,79.41176470588235,71.66666666666666,0.395
28,22,78,1,55,83,69,4,12,8,0.6666666666666666,0.69,69.0,0.4,1,78.57142857142857,68.41666666666666,0.89
36,21,58,1,82,62,55,4,11,7,0.6363636363636364,0.55,72.0,0.4,1,58.333333333333336,65.6590909090909,0.79
46,35,76,1,75,71,78,5,8,6,0.75,0.78,73.0,0.5,1,76.08695652173914,74.75,0.88
26,24,92,0,89,93,80,6,12,11,0.9166666666666666,0.8,91.0,0.6,0,92.3076923076923,88.41666666666667,0.46
33,20,60,1,71,61,80,5,12,9,0.75,0.8,66.0,0.5,1,60.60606060606061,71.75,0.8
36,30,83,1,83,84,91,8,11,10,0.9090909090909091,0.91,83.5,0.8,1,83.33333333333334,87.22727272727273,0.915
46,40,86,1,93,77,96,8,14,12,0.8571428571428571,0.96,85.0,0.8,1,86.95652173913044,87.92857142857143,0.9299999999999999
35,27,77,1,67,57,57,7,9,6,0.6666666666666666,0.57,62.0,0.7,1,77.14285714285715,61.916666666666664,0.885
38,24,63,1,58,89,64,6,9,7,0.7777777777777778,0.64,73.5,0.6,1,63.1578947368421,72.19444444444446,0.815
20,16,80,0,62,62,77,6,12,8,0.6666666666666666,0.77,62.0,0.6,0,80.0,66.91666666666667,0.4
49,31,63,1,73,83,58,7,10,7,0.7,0.58,78.0,0.7,1,63.26530612244898,71.0,0.815
45,22,48,1,70,53,42,2,10,5,0.5,0.42,61.5,0.2,1,48.888888888888886,53.75,0.74
49,45,91,1,98,94,96,9,14,12,0.8571428571428571,0.96,96.0,0.9,1,91.83673469387756,93.42857142857143,0.9550000000000001
47,40,85,1,76,85,99,9,10,9,0.9,0.99,80.5,0.9,1,85.1063829787234,87.5,0.925
42,39,92,1,81,90,86,8,9,8,0.8888888888888888,0.86,85.5,0.8,1,92.85714285714286,86.47222222222221,0.96
22,17,77,1,64,72,84,6,13,10,0.7692307692307693,0.84,68.0,0.6,1,77.27272727272727,74.23076923076923,0.885
41,38,92,0,82,91,89,8,8,7,0.875,0.89,86.5,0.8,0,92.6829268292683,87.375,0.46
43,26,60,1,75,84,73,4,10,8,0.8,0.73,79.5,0.4,1,60.46511627906976,77.99999999999999,0.8
24,21,87,1,81,76,85,6,12,10,0.8333333333333334,0.85,78.5,0.6,1,87.5,81.33333333333333,0.935
43,36,83,0,77,83,91,6,11,10,0.9090909090909091,0.91,80.0,0.6,0,83.72093023255815,85.47727272727273,0.415
45,41,91,1,88,85,99,6,9,8,0.8888888888888888,0.99,86.5,0.6,1,91.11111111111111,90.22222222222223,0.9550000000000001
48,32,66,0,89,56,71,6,13,10,0.7692307692307693,0.71,72.5,0.6,0,66.66666666666666,73.23076923076923,0.33
35,33,94,1,77,78,92,9,10,9,0.9,0.92,77.5,0.9,1,94.28571428571428,84.25,0.97
46,42,91,0,92,80,73,6,11,10,0.9090909090909091,0.73,86.0,0.6,0,91.30434782608695,83.97727272727273,0.455
40,16,40,1,63,60,60,4,9,4,0.4444444444444444,0.6,61.5,0.4,1,40.0,56.86111111111111,0.7
35,33,94,1,82,94,97,8,13,12,0.9230769230769231,0.97,88.0,0.8,1,94.28571428571428,91.32692307692307,0.97
33,19,57,1,68,50,45,1,9,4,0.4444444444444444,0.45,59.0,0.1,1,57.57575757575758,51.861111111111114,0.7849999999999999
39,26,66,0,76,87,59,5,13,10,0.7692307692307693,0.59,81.5,0.5,0,66.66666666666666,74.73076923076923,0.33
20,16,80,1,87,66,85,5,9,6,0.6666666666666666,0.85,76.5,0.5,1,80.0,76.16666666666667,0.9
36,28,77,0,87,72,67,7,12,7,0.5833333333333334,0.67,79.5,0.7,0,77.77777777777779,71.08333333333333,0.385
25,22,88,0,96,81,71,8,9,8,0.8888888888888888,0.71,88.5,0.8,0,88.0,84.22222222222221,0.44
31,18,58,1,84,70,80,8,9,7,0.7777777777777778,0.8,77.0,0.8,1,58.06451612903226,77.94444444444444,0.79
40,37,92,1,75,83,90,6,14,12,0.8571428571428571,0.9,79.0,0.6,1,92.5,83.42857142857143,0.96
24,15,62,1,60,84,78,8,12,8,0.6666666666666666,0.78,72.0,0.8,1,62.5,72.16666666666667,0.81
28,23,82,1,73,77,60,8,10,8,0.8,0.6,75.0,0.8,1,82.14285714285714,72.5,0.9099999999999999
48,44,91,1,90,84,95,8,9,8,0.8888888888888888,0.95,87.0,0.8,1,91.66666666666666,89.47222222222221,0.9550000000000001
35,23,65,0,57,79,59,8,11,8,0.7272727272727273,0.59,68.0,0.8,0,65.71428571428571,66.93181818181817,0.325
34,24,70,1,65,72,72,8,10,7,0.7,0.72,68.5,0.8,1,70.58823529411765,69.75,0.85
27,25,92,0,85,98,81,9,9,8,0.8888888888888888,0.81,91.5,0.9,0,92.5925925925926,88.22222222222223,0.46
33,20,60,1,67,68,49,5,14,8,0.5714285714285714,0.49,67.5,0.5,1,60.60606060606061,60.285714285714285,0.8
39,38,97,1,88,94,78,9,12,11,0.9166666666666666,0.78,91.0,0.9,1,97.43589743589743,87.91666666666667,0.985
24,14,58,1,42,50,46,5,10,4,0.4,0.46,46.0,0.5,1,58.333333333333336,44.49999999999999,0.79
33,20,60,1,57,49,53,6,8,3,0.375,0.53,53.0,0.6,1,60.60606060606061,49.125,0.8
24,14,58,0,56,59,88,8,12,9,0.75,0.88,57.5,0.8,0,58.333333333333336,69.5,0.29
35,34,97,1,76,86,93,9,8,7,0.875,0.93,81.0,0.9,1,97.14285714285714,85.625,0.985
21,18,85,1,80,89,95,7,8,7,0.875,0.95,84.5,0.7,1,85.71428571428571,87.87499999999999,0.925
24,23,95,1,80,88,93,8,13,12,0.9230769230769231,0.93,84.0,0.8,1,95.83333333333334,88.32692307692308,0.975
44,19,43,0,52,70,53,3,12,5,0.4166666666666667,0.53,61.0,0.3,0,43.18181818181818,54.16666666666667,0.215
28,19,67,1,83,55,55,4,8,6,0.75,0.55,69.0,0.4,1,67.85714285714286,67.0,0.835
41,33,80,0,62,85,73,7,8,5,0.625,0.73,73.5,0.7,0,80.48780487804879,70.625,0.4
22,12,54,1,44,62,49,2,10,5,0.5,0.49,53.0,0.2,1,54.54545454545454,51.24999999999999,0.77
48,47,97,0,88,76,88,7,12,11,0.9166666666666666,0.88,82.0,0.7,0,97.91666666666666,85.91666666666666,0.485
40,18,45,1,58,60,60,3,14,6,0.42857142857142855,0.6,59.0,0.3,1,45.0,55.214285714285715,0.725
20,12,60,1,83,58,55,8,9,8,0.8888888888888888,0.55,70.5,0.8,1,60.0,71.22222222222221,0.8
48,32,66,1,55,62,69,4,9,6,0.6666666666666666,0.69,58.5,0.4,1,66.66666666666666,63.16666666666666,0.8300000000000001
45,43,95,1,91,85,87,9,11,9,0.8181818181818182,0.87,88.0,0.9,1,95.55555555555556,86.20454545454545,0.975
21,20,95,1,92,81,73,8,11,10,0.9090909090909091,0.73,86.5,0.8,1,95.23809523809523,84.22727272727273,0.975
26,20,76,0,59,72,68,5,13,11,0.8461538461538461,0.68,65.5,0.5,0,76.92307692307693,70.90384615384616,0.38
39,21,53,1,62,52,49,1,9,4,0.4444444444444444,0.49,57.0,0.1,1,53.84615384615385,51.861111111111114,0.765
43,39,90,0,80,81,92,7,11,10,0.9090909090909091,0.92,80.5,0.7,0,90.69767441860465,85.97727272727272,0.45
20,16,80,1,65,85,70,4,11,8,0.7272727272727273,0.7,75.0,0.4,1,80.0,73.18181818181819,0.9
23,20,86,1,88,86,94,8,12,11,0.9166666666666666,0.94,87.0,0.8,1,86.95652173913044,89.91666666666667,0.9299999999999999
42,31,73,0,77,60,83,4,9,6,0.6666666666666666,0.83,68.5,0.4,0,73.80952380952381,71.66666666666667,0.365
30,18,60,1,72,63,70,5,13,9,0.6923076923076923,0.7,67.5,0.5,1,60.0,68.5576923076923,0.8
45,36,80,1,71,74,82,6,10,8,0.8,0.82,72.5,0.6,1,80.0,76.75,0.9
45,43,95,1,77,76,81,7,11,9,0.8181818181818182,0.81,76.5,0.7,1,95.55555555555556,78.95454545454545,0.975
38,19,50,0,46,50,45,6,8,4,0.5,0.45,48.0,0.6,0,50.0,47.75,0.25
26,14,53,0,42,62,57,4,9,4,0.4444444444444444,0.57,52.0,0.4,0,53.84615384615385,51.361111111111114,0.265
42,30,71,0,63,80,77,5,13,9,0.6923076923076923,0.77,71.5,0.5,0,71.42857142857143,72.3076923076923,0.355
24,15,62,1,52,51,66,3,10,6,0.6,0.66,51.5,0.3,1,62.5,57.25,0.81
22,12,54,1,55,71,68,4,11,5,0.45454545454545453,0.68,63.0,0.4,1,54.54545454545454,59.86363636363636,0.77
31,28,90,0,81,76,76,6,11,10,0.9090909090909091,0.76,78.5,0.6,0,90.32258064516128,80.97727272727273,0.45
38,36,94,0,77,94,91,7,8,7,0.875,0.91,85.5,0.7,0,94.73684210526315,87.375,0.47
29,20,68,1,70,84,74,4,11,8,0.7272727272727273,0.74,77.0,0.4,1,68.96551724137932,75.18181818181819,0.8400000000000001
24,19,79,0,84,69,54,4,12,10,0.8333333333333334,0.54,76.5,0.4,0,79.16666666666666,72.58333333333333,0.395
29,28,96,1,80,91,98,8,10,9,0.9,0.98,85.5,0.8,1,96.55172413793103,89.75,0.98
33,17,51,0,42,64,51,1,14,6,0.42857142857142855,0.51,53.0,0.1,0,51.515151515151516,49.964285714285715,0.255
42,26,61,0,58,79,52,8,12,9,0.75,0.52,68.5,0.8,0,61.904761904761905,66.0,0.305
35,33,94,0,87,91,80,6,13,12,0.9230769230769231,0.8,89.0,0.6,0,94.28571428571428,87.57692307692308,0.47
49,26,53,1,61,47,56,1,11,6,0.5454545454545454,0.56,54.0,0.1,1,53.06122448979592,54.63636363636364,0.765
42,31,73,1,55,62,60,4,8,6,0.75,0.6,58.5,0.4,1,73.80952380952381,63.0,0.865
28,27,96,0,99,93,84,9,13,12,0.9230769230769231,0.84,96.0,0.9,0,96.42857142857143,92.07692307692308,0.48
27,13,48,1,44,66,43,4,14,8,0.5714285714285714,0.43,55.0,0.4,1,48.148148148148145,52.535714285714285,0.74
47,32,68,1,57,58,84,5,12,8,0.6666666666666666,0.84,57.5,0.5,1,68.08510638297872,66.41666666666666,0.8400000000000001
40,36,90,1,75,85,74,8,12,10,0.8333333333333334,0.74,80.0,0.8,1,90.0,79.33333333333334,0.95
48,24,50,1,58,74,61,1,10,5,0.5,0.61,66.0,0.1,1,50.0,60.74999999999999,0.75
25,13,52,1,44,53,43,6,13,5,0.38461538461538464,0.43,48.5,0.6,1,52.0,44.61538461538461,0.76
33,19,57,1,71,79,71,4,14,10,0.7142857142857143,0.71,75.0,0.4,1,57.57575757575758,73.10714285714286,0.7849999999999999
48,43,89,1,95,92,92,9,8,7,0.875,0.92,93.5,0.9,1,89.58333333333334,91.625,0.9450000000000001
26,16,61,1,86,58,68,5,8,6,0.75,0.68,72.0,0.5,1,61.53846153846154,71.75,0.8049999999999999
37,28,75,1,70,82,67,5,14,9,0.6428571428571429,0.67,76.0,0.5,1,75.67567567567568,70.82142857142857,0.875
44,37,84,1,93,98,71,6,12,11,0.9166666666666666,0.71,95.5,0.6,1,84.0909090909091,88.41666666666667,0.9199999999999999
