Meetings_Scheduled,Meetings_Attended,Attendance,Punctuality,Sprint_Completion,Task_Quality,On_Time_Delivery,Communication,Tasks_Assigned,Tasks_Completed,Performance
47,26,55,1,74,50,48,3,12,7,Low
20,8,40,1,49,55,52,6,9,4,Low
32,27,84,1,82,99,72,9,11,10,High
40,35,87,1,86,90,83,7,12,11,High
47,44,93,1,81,75,85,9,14,13,High
41,22,53,1,59,59,66,2,14,9,Low
48,30,62,1,42,68,41,3,9,4,Low
21,18,85,0,99,76,81,7,9,8,High
39,24,61,1,59,66,68,8,10,6,Medium
25,23,92,1,77,78,81,6,9,8,High
26,14,53,1,47,74,69,4,9,5,Low
29,11,37,0,57,46,44,5,10,4,Low
43,20,46,1,55,46,51,1,8,4,Low
37,28,75,1,60,76,69,7,8,5,Medium
39,24,61,1,70,57,60,4,12,9,Medium
21,16,76,1,83,63,52,8,8,5,Medium
25,19,76,1,73,85,74,5,11,9,Medium
41,38,92,1,91,91,75,8,8,7,High
28,19,67,0,58,73,76,8,14,11,Medium
21,14,66,1,80,74,58,8,12,8,Medium
49,41,83,1,76,74,61,8,14,10,Medium
36,31,86,1,79,92,72,6,10,9,High
42,40,95,0,79,81,81,6,13,11,High
32,28,87,1,81,99,97,7,13,12,High
33,29,87,0,85,80,71,6,14,12,High
36,31,86,0,77,93,95,6,8,7,High
44,34,77,1,84,62,54,7,14,11,Medium
46,29,63,1,68,63,62,6,14,9,Medium
29,12,41,0,48,47,57,4,14,7,Low
41,32,78,1,83,74,73,8,14,10,Medium
26,25,96,1,81,92,82,7,13,12,High
39,37,94,1,97,95,92,6,9,8,High
25,22,88,1,94,76,82,8,12,11,High
26,15,57,1,66,68,42,1,14,7,Low
34,26,76,1,85,87,70,5,14,9,Medium
43,37,86,0,80,87,80,9,11,10,High
20,12,60,1,68,62,87,5,9,7,Medium
46,43,93,0,93,89,81,9,14,13,High
35,34,97,1,92,77,93,8,13,12,High
48,33,68,0,68,69,73,6,14,9,Medium
45,27,60,0,47,71,73,3,11,5,Low
28,22,78,1,63,67,71,8,10,7,Medium
40,39,97,1,90,82,94,7,10,9,High
27,14,51,1,68,63,50,4,12,4,Low
45,28,62,1,52,53,67,3,10,5,Low
30,26,86,1,95,94,81,9,14,13,High
27,19,70,1,81,70,87,4,9,5,Medium
25,19,76,0,68,73,87,8,12,9,Medium
36,32,88,0,75,98,72,7,11,9,High
39,23,58,1,79,82,71,4,10,7,Medium
25,22,88,0,96,81,71,8,9,8,High
26,23,88,1,93,99,90,6,14,13,High
35,28,80,1,69,70,64,4,13,8,Medium
33,29,87,1,99,89,81,6,13,11,High
38,22,57,1,74,68,54,7,10,7,Medium
36,32,88,0,81,75,90,6,12,11,High
34,29,85,1,99,94,70,6,10,9,High
41,36,87,1,91,99,83,8,11,10,High
37,34,91,1,86,89,89,8,12,11,High
27,17,62,1,60,83,88,6,9,6,Medium
31,28,90,0,96,94,87,8,14,12,High
37,28,75,1,85,57,52,7,13,9,Medium
30,16,53,1,51,46,55,5,14,7,Low
24,15,62,1,73,64,77,7,8,5,Medium
38,28,73,1,63,71,61,7,14,9,Medium
36,21,58,1,57,46,72,1,13,6,Low
32,24,75,1,78,57,56,7,9,7,Medium
33,20,60,0,62,82,70,4,11,9,Medium
41,35,85,1,75,88,77,7,11,10,High
48,26,54,1,60,72,53,4,13,6,Low
38,33,86,0,89,93,96,8,13,12,High
44,37,84,1,60,70,57,6,10,8,Medium
46,29,63,1,55,75,88,5,11,7,Medium
45,40,88,1,88,77,90,6,11,10,High
38,32,84,0,83,80,73,8,13,11,High
23,18,78,1,89,64,87,7,14,9,Medium
39,17,43,1,60,68,57,1,9,4,Low
44,32,72,0,89,72,64,5,14,10,Medium
21,19,90,0,92,87,98,9,9,8,High
43,32,74,1,89,63,85,6,10,8,Medium
41,25,60,1,48,64,44,1,9,3,Low
43,26,60,1,59,59,69,8,14,11,Medium
23,9,39,1,49,73,42,1,14,8,Low
29,26,89,1,91,80,84,8,11,10,High
27,26,96,1,86,86,77,7,11,10,High
27,24,88,1,98,78,84,8,9,8,High
48,36,75,0,64,58,68,4,11,8,Medium
31,22,70,0,86,67,59,6,12,10,Medium
21,11,52,1,52,66,44,4,10,4,Low
26,10,38,1,74,70,45,1,13,5,Low
26,20,76,1,80,86,76,5,13,11,Medium
34,14,41,0,73,72,49,2,14,8,Low
39,15,38,1,43,72,59,3,9,4,Low
49,41,83,1,69,57,68,4,13,9,Medium
24,23,95,1,80,88,93,8,13,12,High
32,29,90,1,79,76,81,9,12,10,High
43,27,62,0,84,57,78,6,10,8,Medium
36,32,88,1,86,85,75,8,14,12,High
32,23,71,1,60,84,72,4,11,8,Medium
33,32,96,1,79,94,82,7,8,7,High
24,12,50,1,61,56,64,4,13,5,Medium
20,16,80,1,68,81,67,5,9,7,Medium
21,19,90,1,90,94,99,6,8,7,High
28,15,53,0,47,62,69,2,14,7,Low
49,19,38,0,54,53,59,4,14,6,Low
28,15,53,1,45,58,52,3,11,5,Low
28,18,64,1,56,71,61,7,9,6,Medium
33,27,81,0,74,83,67,8,10,7,Medium
45,23,51,1,58,73,47,2,12,6,Low
40,31,77,1,72,69,80,5,10,8,Medium
39,26,66,0,76,87,59,5,13,10,Medium
20,12,60,1,58,79,87,7,14,11,Medium
47,38,80,1,67,77,60,4,12,9,Medium
30,27,90,1,76,84,90,6,14,12,High
47,41,87,1,90,79,98,8,11,10,High
27,25,92,0,85,98,81,9,9,8,High
22,19,86,1,89,98,99,8,8,7,High
25,22,88,1,97,94,85,9,14,13,High
30,21,70,1,89,57,66,8,9,7,Medium
21,13,61,1,47,50,45,1,11,6,Low
39,24,61,0,68,86,84,8,13,9,Medium
46,25,54,0,72,48,42,1,14,7,Low
29,27,93,1,98,95,77,8,13,12,High
42,36,85,1,97,77,76,7,11,10,High
25,21,84,0,77,98,78,8,14,12,High
25,23,92,0,99,91,72,7,13,12,High
31,27,87,1,75,94,95,6,12,10,High
31,23,74,1,59,79,52,7,13,8,Medium
44,31,70,1,88,59,84,6,14,9,Medium
49,47,95,1,95,85,91,7,8,7,High
31,20,64,1,56,59,70,6,8,5,Medium
23,14,60,0,60,83,66,5,11,8,Medium
21,16,76,0,78,58,54,5,8,6,Medium
48,27,56,1,58,54,66,5,8,3,Low
28,17,60,1,77,55,86,8,13,8,Medium
26,16,61,1,50,47,52,4,8,5,Low
39,23,58,0,50,59,74,2,10,5,Low
28,16,57,1,44,65,67,3,14,5,Low
47,46,97,0,90,90,77,9,11,10,High
33,16,48,1,58,60,49,5,8,4,Low
20,19,95,0,87,81,80,8,8,7,High
21,18,85,0,85,79,86,9,14,12,High
34,26,76,1,86,76,87,5,8,6,Medium
27,21,77,0,87,56,53,5,9,7,Medium
41,36,87,1,78,93,76,8,11,10,High
43,29,67,0,55,69,53,6,13,8,Medium
46,41,89,1,88,98,75,8,11,10,High
29,28,96,0,86,79,85,7,13,12,High
34,31,91,0,84,91,76,8,14,12,High
45,19,42,1,57,51,44,6,11,7,Low
21,13,61,1,64,77,74,8,12,9,Medium
34,32,94,1,97,91,77,8,11,10,High
26,19,73,1,80,69,62,5,14,12,Medium
34,25,73,1,76,55,69,7,13,10,Medium
41,34,82,1,69,64,62,4,12,8,Medium
22,21,95,1,99,97,72,9,13,11,High
21,20,95,1,94,98,82,7,14,13,High
40,39,97,0,84,90,71,6,9,8,High
32,14,43,1,42,46,54,3,10,5,Low
45,42,93,1,75,88,84,9,14,13,High
23,21,91,1,98,95,74,9,8,7,High
26,25,96,1,92,76,78,9,8,7,High
31,20,64,0,80,56,63,7,8,7,Medium
22,19,86,0,96,87,94,9,13,11,High
30,27,90,1,92,94,76,7,10,9,High
34,23,67,1,58,76,58,8,14,9,Medium
33,20,60,1,71,61,80,5,12,9,Medium
28,17,60,0,74,82,53,8,14,11,Medium
43,24,55,1,51,65,48,1,12,6,Low
25,19,76,0,79,55,88,5,14,12,Medium
31,30,96,1,86,82,73,6,13,12,High
35,21,60,1,61,75,66,5,11,8,Medium
24,20,83,1,94,87,81,9,11,10,High
39,26,66,1,56,85,75,5,14,12,Medium
30,13,43,1,57,55,51,6,8,4,Low
29,13,44,0,72,46,44,4,12,6,Low
41,24,58,1,89,57,79,5,11,9,Medium
48,37,77,0,68,58,82,5,10,6,Medium
48,42,87,1,85,84,92,9,10,9,High
37,30,81,0,86,61,67,5,12,8,Medium
39,37,94,1,86,78,89,9,11,10,High
38,21,55,1,45,69,48,2,9,5,Low
38,25,65,1,84,68,52,6,11,7,Medium
43,41,95,1,83,75,95,9,14,13,High
31,30,96,0,87,82,77,6,14,12,High
32,24,75,1,73,65,62,6,10,7,Medium
22,18,81,1,85,58,81,5,13,8,Medium
46,28,60,1,77,71,79,8,10,7,Medium
41,35,85,0,76,93,71,6,12,11,High
26,10,38,0,48,51,58,3,10,4,Low
28,21,75,1,60,56,79,8,12,10,Medium
31,23,74,1,64,71,80,5,13,9,Medium
32,17,53,1,43,67,72,1,12,7,Low
23,21,91,1,86,77,82,7,13,12,High
46,37,80,1,83,60,51,5,12,8,Medium
43,36,83,0,93,75,85,7,11,10,High
28,15,53,0,56,74,43,6,8,5,Low
48,21,43,1,54,59,70,4,8,3,Low
31,29,93,1,95,93,93,7,11,10,High
23,22,95,1,93,95,93,8,8,7,High
45,39,86,1,84,81,89,9,12,11,High
32,28,87,1,93,79,77,8,11,10,High
36,32,88,0,90,89,94,9,9,8,High
21,14,66,1,63,84,65,4,14,11,Medium
21,16,76,0,73,55,52,8,12,10,Medium
27,16,59,1,53,66,43,4,13,6,Low
47,37,78,1,83,69,55,5,13,10,Medium
23,11,47,1,51,66,45,1,14,7,Low
46,41,89,1,81,92,82,7,11,9,High
35,25,71,1,87,56,63,5,10,7,Medium
27,22,81,1,82,73,75,6,14,10,Medium
41,36,87,1,81,90,98,6,9,8,High
30,27,90,1,76,82,93,6,10,9,High
44,39,88,0,77,87,75,6,14,13,High
27,19,70,1,87,55,83,4,13,8,Medium
42,41,97,1,86,80,95,6,13,12,High
26,24,92,1,96,88,70,6,13,12,High
21,10,47,1,41,67,72,2,12,6,Low
42,36,85,0,97,84,93,9,14,13,High
42,31,73,1,71,79,58,7,8,5,Medium
33,29,87,0,89,87,70,9,9,8,High
35,16,45,1,65,56,44,4,10,4,Low
38,37,97,0,88,99,99,9,9,8,High
27,16,59,1,84,69,59,4,14,10,Medium
25,12,48,1,50,62,50,2,10,6,Low
39,27,69,1,69,55,51,8,8,5,Medium
43,28,65,1,89,69,83,5,9,7,Medium
34,15,44,1,45,70,57,3,12,5,Low
47,46,97,1,96,88,96,6,8,7,High
33,21,63,1,71,65,88,5,11,9,Medium
35,31,88,1,96,90,89,7,11,10,High
31,24,77,1,55,83,72,5,13,10,Medium
31,28,90,1,81,97,81,6,11,10,High
34,19,55,0,51,56,42,6,13,6,Low
41,25,60,1,71,57,56,4,11,9,Medium
42,25,59,1,70,79,62,8,8,6,Medium
43,38,88,1,90,79,81,7,11,10,High
37,24,64,0,78,69,77,5,10,7,Medium
35,34,97,1,83,95,84,6,9,8,High
21,12,57,0,60,56,71,2,10,6,Low
23,19,82,1,64,68,75,7,9,8,Medium
45,36,80,1,80,66,75,8,10,7,Medium
30,19,63,1,76,68,82,5,10,6,Medium
45,31,68,1,81,85,85,4,10,8,Medium
46,41,89,1,91,81,71,8,11,10,High
27,14,51,1,52,58,51,1,12,7,Low
21,17,80,1,77,76,71,4,11,9,Medium
37,36,97,1,89,87,73,8,14,12,High
30,27,90,0,86,81,92,8,9,8,High
30,21,70,0,78,72,72,8,10,7,Medium
38,15,39,1,69,61,44,4,9,3,Low
30,28,93,1,89,95,94,6,12,11,High
26,24,92,1,93,93,73,9,9,8,High
29,28,96,1,85,80,96,9,12,11,High
22,14,63,0,64,61,65,7,13,10,Medium
45,31,68,1,58,79,69,8,10,7,Medium
22,18,81,1,87,84,87,6,12,11,High
34,18,52,1,60,52,66,5,13,6,Low
21,18,85,1,94,95,73,7,14,13,High
24,21,87,1,86,83,70,9,13,12,High
44,19,43,0,60,62,52,3,13,7,Low
32,17,53,1,50,73,63,3,8,4,Low
38,31,81,0,60,71,68,8,12,10,Medium
39,25,64,0,82,67,83,4,11,8,Medium
32,13,40,0,53,68,71,2,9,5,Low
45,21,46,1,40,48,72,5,9,3,Low
23,15,65,1,56,82,86,4,11,8,Medium
41,37,90,1,78,86,75,9,12,11,High
42,18,42,0,41,51,57,3,13,6,Low
32,30,93,1,85,78,72,9,11,10,High
32,23,71,1,58,77,52,6,13,10,Medium
42,28,66,1,70,65,73,6,9,6,Medium
37,35,94,1,94,87,80,9,8,7,High
24,22,91,1,94,75,88,9,14,12,High
30,28,93,1,89,88,86,6,11,10,High
20,15,75,1,70,61,50,4,10,7,Medium
26,16,61,1,49,48,54,2,9,4,Low
45,28,62,1,70,89,84,4,12,8,Medium
23,17,73,1,58,80,86,6,14,10,Medium
31,23,74,0,65,68,63,8,11,8,Medium
20,10,50,1,67,59,41,2,14,5,Low
38,25,65,0,56,85,76,8,10,7,Medium
23,16,69,0,64,59,57,7,8,7,Medium
25,24,96,0,88,93,72,6,12,11,High
48,24,50,1,49,67,41,6,10,5,Low
26,24,92,1,98,77,81,9,12,11,High
33,32,96,0,96,81,98,6,14,13,High
49,30,61,1,70,76,62,4,8,5,Medium
37,19,51,1,58,71,66,4,10,5,Low
47,29,61,0,75,56,86,8,13,8,Medium
21,20,95,0,90,77,99,6,13,12,High
20,15,75,1,65,89,72,4,10,7,Medium
37,22,59,1,66,50,71,4,14,6,Low
31,21,67,1,86,57,64,5,8,5,Medium
35,23,65,1,71,57,63,6,9,8,Medium
29,23,79,1,55,64,62,4,9,6,Medium
42,37,88,0,84,87,85,6,8,7,High
33,27,81,1,58,87,66,6,13,9,Medium
33,15,45,0,48,52,52,2,13,6,Low
42,23,54,0,55,67,59,3,14,6,Low
30,24,80,1,74,60,82,6,9,7,Medium
35,32,91,1,94,77,89,7,14,13,High
22,14,63,1,77,68,79,4,9,6,Medium
25,19,76,1,59,62,73,8,11,7,Medium
33,22,66,1,56,87,56,7,12,8,Medium
26,19,73,1,83,86,53,5,12,7,Medium
42,33,78,0,88,74,89,6,14,9,Medium
26,15,57,1,46,49,55,5,13,5,Medium
49,31,63,1,70,76,54,5,14,11,Medium
35,27,77,0,70,86,54,5,14,11,Medium
32,25,78,1,88,61,58,4,14,11,Medium
48,40,83,1,57,81,70,8,12,9,Medium
30,25,83,1,63,57,86,7,8,5,Medium
42,41,97,1,78,84,92,9,14,13,High
20,17,85,1,94,80,74,6,11,10,High
21,18,85,1,93,84,75,9,8,7,High
20,19,95,0,87,98,86,9,12,11,High
44,26,59,1,77,76,73,4,9,7,Medium
36,24,66,1,80,67,54,4,12,8,Medium
24,23,95,1,77,96,86,9,13,12,High
38,25,65,1,58,74,61,7,13,9,Medium
41,26,63,1,73,71,74,5,11,8,Medium
22,15,68,1,62,57,74,4,8,6,Medium
21,17,80,1,87,81,75,8,11,10,High
44,29,65,1,72,65,88,8,12,9,Medium
38,37,97,1,99,87,74,6,9,8,High
29,23,79,0,55,76,71,4,12,7,Medium
46,40,86,0,76,77,74,9,8,7,High
21,10,47,1,46,49,72,4,10,4,Low
20,18,90,1,79,94,86,6,13,12,High
38,36,94,1,93,94,88,6,14,12,High
33,15,45,0,60,72,55,4,10,5,Medium
31,28,90,1,91,80,73,7,8,7,High
48,39,81,1,79,68,63,4,11,8,Medium
28,18,64,0,71,64,51,7,11,8,Medium
47,31,65,1,59,67,86,4,13,10,Medium
37,23,62,1,65,81,51,6,13,10,Medium
46,27,58,0,68,70,61,3,11,5,Medium
42,40,95,1,83,98,85,6,11,10,High
49,44,89,1,95,96,70,8,9,8,High
21,12,57,0,70,48,45,3,9,4,Low
46,42,91,1,92,85,85,7,12,11,High
49,41,83,0,76,55,88,4,12,9,Medium
35,24,68,0,81,64,51,6,13,8,Medium
44,41,93,1,99,88,73,9,14,13,High
48,25,52,1,49,69,63,3,9,4,Low
37,31,83,1,62,55,77,4,8,6,Medium
29,21,72,0,65,65,51,6,10,8,Medium
25,15,60,0,86,56,85,7,9,7,Medium
27,19,70,1,65,71,88,6,9,6,Medium
31,19,61,0,82,58,82,4,14,11,Medium
42,40,95,0,78,88,79,7,9,8,High
39,20,51,0,64,52,46,5,11,4,Low
24,10,41,0,70,46,60,4,14,8,Low
46,36,78,0,58,85,86,6,12,10,Medium
46,20,43,1,44,49,55,6,12,7,Low
23,11,47,1,72,48,65,2,12,5,Low
37,29,78,1,68,84,82,6,11,7,Medium
49,39,79,1,74,79,85,5,11,7,Medium
32,26,81,1,75,82,65,4,12,9,Medium
40,39,97,1,79,80,79,7,10,9,High
43,34,79,1,80,61,86,8,12,7,Medium
45,42,93,1,87,85,90,9,11,10,High
47,25,53,0,40,50,51,4,12,4,Low
48,27,56,0,56,49,47,6,9,5,Low
27,16,59,1,78,62,84,4,12,9,Medium
47,44,93,0,89,76,77,7,12,11,High
24,20,83,1,87,78,81,9,14,12,High
31,28,90,1,84,76,89,8,13,12,High
31,27,87,1,86,81,76,7,11,10,High
25,23,92,1,84,94,92,8,14,13,High
43,27,62,0,56,60,85,7,10,7,Medium
36,32,88,1,81,78,82,8,12,11,High
46,41,89,1,98,78,70,9,13,12,High
26,10,38,1,55,55,55,2,11,5,Low
35,26,74,1,66,62,88,8,14,11,Medium
47,22,46,1,49,57,74,5,10,5,Low
23,9,39,0,56,46,68,5,12,5,Low
46,24,52,1,67,49,73,1,12,7,Low
48,40,83,1,72,65,57,8,8,5,Medium
31,27,87,1,75,96,94,8,9,8,High
24,16,66,1,68,65,87,6,8,6,Medium
45,40,88,1,98,79,80,7,9,8,High
39,27,69,0,86,86,82,4,14,10,Medium
27,14,51,1,72,46,42,1,11,4,Low
42,27,64,1,64,61,88,8,10,7,Medium
21,15,71,0,75,86,59,4,13,9,Medium
46,44,95,1,81,82,74,8,14,13,High
41,39,95,1,80,98,98,7,10,9,High
22,16,72,0,75,61,82,4,10,7,Medium
43,41,95,1,91,90,99,6,12,11,High
34,22,64,0,69,60,66,5,8,5,Medium
26,24,92,1,97,84,74,6,9,8,High
21,14,66,1,58,69,63,4,10,6,Medium
45,32,71,1,68,62,65,4,9,7,Medium
33,14,42,1,53,47,50,3,12,6,Low
25,23,92,0,95,91,89,8,9,8,High
35,24,68,1,69,66,73,8,14,10,Medium
45,19,42,1,67,71,45,3,14,7,Low
35,29,82,1,66,78,82,5,9,6,Medium
45,18,40,1,43,47,65,1,10,4,Low
20,12,60,1,54,45,67,2,9,5,Low
29,19,65,1,55,68,64,7,14,11,Medium
48,31,64,0,59,67,66,6,14,11,Medium
21,19,90,0,98,93,88,6,10,9,High
35,21,60,1,57,67,57,7,12,10,Medium
24,17,70,0,64,72,65,7,13,9,Medium
30,29,96,1,96,87,99,9,12,11,High
43,31,72,0,89,66,63,7,9,7,Medium
26,16,61,1,60,83,57,6,10,7,Medium
46,37,80,1,59,60,58,7,11,7,Medium
47,35,74,1,79,63,61,7,8,5,Medium
35,27,77,1,69,56,89,5,13,10,Medium
36,26,72,1,79,60,52,4,12,7,Medium
34,24,70,1,75,80,67,4,14,9,Medium
30,24,80,0,55,67,74,4,11,8,Medium
25,20,80,1,71,55,62,6,12,10,Medium
44,27,61,1,82,69,89,8,8,6,Medium
43,38,88,1,96,86,88,9,13,12,High
22,20,90,0,94,91,77,9,8,7,High
44,30,68,1,70,75,76,5,14,11,Medium
39,19,48,1,62,55,73,2,10,6,Low
43,36,83,1,89,85,81,7,13,12,High
28,17,60,1,62,89,84,6,11,9,Medium
29,24,82,0,79,92,89,8,8,7,High
23,17,73,0,64,73,50,4,12,8,Medium
31,27,87,1,86,89,85,6,8,7,High
39,20,51,1,47,53,46,3,13,5,Low
25,14,56,1,59,54,47,6,13,6,Low
22,14,63,1,62,60,60,5,10,7,Medium
23,13,56,0,68,57,55,6,11,9,Medium
37,36,97,1,89,89,79,6,14,12,High
21,19,90,0,94,99,88,8,11,10,High
20,19,95,1,77,79,83,6,12,10,High
36,24,66,1,83,64,50,8,13,9,Medium
44,27,61,1,62,47,46,3,9,5,Low
25,23,92,1,75,86,82,9,13,12,High
27,19,70,1,56,69,87,4,14,10,Medium
27,22,81,0,74,77,86,5,13,9,Medium
41,37,90,1,78,89,98,6,14,13,High
46,29,63,1,41,60,67,3,8,4,Low
33,21,63,1,70,69,86,8,9,7,Medium
27,19,70,1,65,62,78,4,9,7,Medium
45,23,51,1,65,56,62,1,11,4,Low
20,15,75,1,85,58,81,5,10,7,Medium
31,16,51,1,73,60,43,2,12,7,Low
35,16,45,1,44,60,40,4,11,5,Low
48,28,58,1,58,50,64,5,12,4,Low
30,28,93,0,75,87,86,7,11,9,High
23,18,78,0,89,60,78,4,8,5,Medium
23,15,65,1,80,65,89,8,9,6,Medium
43,29,67,1,76,72,88,6,11,8,Medium
36,18,50,0,54,71,43,3,8,4,Low
26,12,46,0,62,57,44,2,9,4,Low
37,35,94,1,95,94,70,9,12,10,High
23,21,91,1,92,89,99,6,13,12,High
35,25,71,1,88,72,53,5,14,11,Medium
20,16,80,1,79,68,87,7,9,7,Medium
33,20,60,1,62,73,83,6,8,5,Medium
34,24,70,0,60,83,88,4,10,7,Medium
36,18,50,1,44,70,43,4,13,7,Low
29,14,48,1,43,68,43,2,10,6,Low
27,20,74,1,57,69,55,4,11,9,Medium
46,32,69,1,60,82,80,6,10,8,Medium
46,45,97,1,80,78,86,8,12,11,High
48,41,85,1,99,87,74,9,10,9,High
35,17,48,1,65,58,61,1,9,4,Medium
31,19,61,1,49,56,72,4,13,5,Low
20,10,50,1,60,47,51,2,13,7,Low
29,25,86,1,83,82,71,9,13,12,High
32,21,65,1,66,57,88,4,12,8,Medium
37,30,81,1,83,61,55,4,14,10,Medium
23,10,43,1,60,55,57,3,14,7,Low
33,32,96,1,84,97,89,7,12,11,High
29,16,55,1,56,67,49,2,12,5,Low
37,36,97,1,84,91,79,9,11,10,High
21,17,80,0,60,71,67,8,13,10,Medium
37,15,40,0,42,54,50,1,10,4,Low
22,15,68,1,68,77,77,6,8,6,Medium
38,30,78,1,70,66,65,6,9,7,Medium
22,19,86,0,94,78,72,6,11,10,High
44,34,77,1,85,65,71,8,12,10,Medium
49,36,73,1,60,58,88,6,10,7,Medium
29,13,44,0,42,69,61,4,10,4,Low
46,38,82,1,60,73,70,7,10,8,Medium
49,29,59,0,63,88,78,7,8,7,Medium
23,14,60,1,66,57,82,8,14,10,Medium
22,17,77,1,69,61,88,6,14,11,Medium
39,28,71,0,71,59,82,6,13,8,Medium
31,18,58,0,43,45,46,4,9,3,Low
27,11,40,1,70,55,54,3,11,5,Low
23,16,69,1,83,69,51,7,9,6,Medium
42,27,64,1,44,67,40,1,10,6,Low
25,20,80,0,86,70,78,5,8,7,Medium
21,20,95,0,91,97,74,8,8,7,High
26,20,76,1,69,83,60,8,11,8,Medium
43,24,55,1,50,48,58,5,14,7,Low
42,41,97,0,98,77,81,6,12,11,High
48,35,72,0,76,60,66,8,8,6,Medium
26,10,38,0,51,49,45,2,11,5,Low
49,38,77,1,81,79,68,4,12,8,Medium
32,20,62,1,72,84,69,4,12,10,Medium
25,14,56,0,54,53,42,2,10,5,Low
42,25,59,0,49,66,46,3,14,7,Low
20,17,85,0,77,80,79,9,14,13,High
29,21,72,1,82,61,66,8,11,8,Medium
29,16,55,1,55,47,49,5,11,6,Low
33,20,60,0,58,57,77,7,9,7,Medium
29,18,62,1,58,71,83,8,9,7,Medium
30,25,83,1,86,96,90,9,12,11,High
32,14,43,1,74,65,44,2,12,7,Low
24,23,95,0,79,79,93,7,11,10,High
40,36,90,1,93,89,72,8,11,10,High
46,28,60,1,73,70,86,7,10,7,Medium
28,24,85,1,93,78,85,7,14,13,High
45,44,97,1,94,84,92,7,8,7,High
37,21,56,0,49,73,72,4,11,6,Low
40,26,65,1,65,58,87,8,12,9,Medium
41,31,75,1,60,68,76,6,9,7,Medium
32,17,53,1,52,48,53,3,9,5,Low
45,43,95,1,77,76,81,7,11,9,High
25,20,80,1,82,59,62,6,13,10,Medium
34,15,44,1,71,58,73,3,8,3,Low
39,30,76,0,55,58,89,4,8,6,Low
48,42,87,1,96,83,84,9,10,9,High
43,37,86,0,78,98,85,6,11,10,High
24,11,45,1,60,45,73,3,12,6,Low
42,35,83,1,84,92,96,8,10,9,High
30,13,43,1,59,56,59,3,9,4,Low
41,26,63,0,59,64,52,6,14,10,Medium
46,40,86,1,92,94,93,8,14,12,High
20,18,90,1,88,88,83,6,8,7,High
45,41,91,1,76,95,98,7,9,8,High
42,38,90,1,85,83,92,7,11,10,High
42,28,66,1,56,60,87,7,11,9,Medium
21,8,38,1,71,61,48,4,12,5,Medium
27,17,62,1,64,81,50,8,8,5,Medium
26,24,92,0,89,93,80,6,12,11,High
30,20,66,0,63,67,87,7,10,8,Medium
29,19,65,1,70,70,69,5,9,6,Medium
25,16,64,0,73,79,79,5,12,10,Medium
39,30,76,0,74,56,73,5,10,8,Medium
29,15,51,1,62,59,43,6,14,7,Low
36,26,72,0,65,71,63,8,14,9,Medium
32,18,56,0,58,57,58,6,10,5,Low
32,27,84,1,91,80,75,7,8,7,High
38,24,63,1,69,86,80,8,11,9,Medium
23,21,91,1,88,86,99,6,10,9,High
29,15,51,1,65,53,64,1,12,7,Low
34,26,76,1,89,61,82,6,10,8,Medium
20,15,75,1,86,70,76,5,11,7,Medium
28,14,50,1,59,59,51,2,9,5,Low
24,15,62,1,60,84,78,8,12,8,Medium
32,13,40,0,59,53,55,1,10,4,Low
24,22,91,1,85,95,77,8,14,13,High
38,20,52,0,57,67,43,1,9,5,Low
27,25,92,0,80,87,86,7,11,10,High
21,20,95,0,85,78,84,6,9,8,High
20,10,50,1,50,58,45,4,10,5,Low
36,17,47,1,52,45,50,5,12,5,Low
40,37,92,0,93,90,75,8,11,10,High
21,13,61,1,87,76,77,4,13,9,Medium
35,27,77,0,68,65,82,6,14,10,Medium
40,29,72,1,67,76,69,6,14,10,Medium
30,27,90,1,80,76,97,8,8,7,High
36,35,97,1,97,82,77,7,8,7,High
48,34,70,1,85,55,55,8,12,10,Medium
30,25,83,1,56,76,78,8,14,10,Medium
34,22,64,1,65,71,83,7,13,9,Medium
38,34,89,1,78,83,95,6,11,10,High
39,33,84,0,82,75,89,9,9,8,High
35,32,91,1,88,89,96,7,9,8,High
28,21,75,1,83,89,53,5,10,8,Medium
31,18,58,1,53,60,62,4,10,5,Low
48,45,93,1,84,87,77,7,9,8,High
26,19,73,0,78,85,52,5,14,11,Medium
20,15,75,1,59,74,80,8,13,10,Medium
26,21,80,1,88,74,75,6,14,9,Medium
38,28,73,1,70,62,52,4,14,9,Medium
29,23,79,0,57,62,78,6,13,9,Medium
22,19,86,1,84,83,81,6,11,9,High
31,30,96,1,75,87,78,6,12,11,High
37,23,62,0,69,60,62,4,9,6,Medium
26,22,84,1,97,82,75,9,8,7,High
43,27,62,1,59,54,47,3,13,5,Low
49,24,48,1,47,64,43,4,8,5,Low
26,13,50,1,73,62,50,3,9,4,Medium
44,26,59,0,53,57,49,3,13,7,Low
34,29,85,1,90,76,90,6,8,7,High
49,28,57,0,41,52,43,4,10,5,Low
20,18,90,1,75,86,81,9,10,9,High
31,25,80,1,88,57,86,5,14,12,Medium
36,33,91,1,84,75,91,7,14,13,High
35,24,68,0,76,85,67,4,13,9,Medium
40,35,87,1,96,87,83,6,8,7,High
36,26,72,1,75,68,66,6,14,12,Medium
20,16,80,1,55,64,70,5,12,9,Medium
48,22,45,1,72,61,45,3,11,5,Low
21,19,90,0,95,92,85,9,8,7,High
33,31,93,0,76,87,71,7,14,13,High
33,14,42,0,61,52,69,4,12,6,Low
27,26,96,1,77,81,81,6,9,8,High
